SampleID	PotNum	Timepoint	Position	Inoculum	CondLin	Clone	GEO	SeedLin	INHBTR	BAC	FUN	OOM	Treat	Rep	SeqRn
206t2	206	t2	129	Live	NonNative	CPNWR38	WLE	Native	BAC	NO	YES	YES	7	2	One
207t0	207	t0	192	Live	NonNative	CPNWR38	WLE	Native	FUNBAC	NO	NO	YES	15	2	One
207t1	207	t1	192	Live	NonNative	CPNWR38	WLE	Native	FUNBAC	NO	NO	YES	15	2	One
207t2	207	t2	192	Live	NonNative	CPNWR38	WLE	Native	FUNBAC	NO	NO	YES	15	2	One
209t0	209	t0	235	Live	NonNative	CPNWR38	WLE	Native	OOM	YES	YES	NO	11	2	One
209t2	209	t2	235	Live	NonNative	CPNWR38	WLE	Native	OOM	YES	YES	NO	11	2	One
210t0	210	t0	219	Live	NonNative	CPNWR38	WLE	Native	BACOOM	NO	YES	NO	23	2	Three
210t1	210	t1	219	Live	NonNative	CPNWR38	WLE	Native	BACOOM	NO	YES	NO	23	2	One
210t2	210	t2	219	Live	NonNative	CPNWR38	WLE	Native	BACOOM	NO	YES	NO	23	2	Two
211t0	211	t0	180	Live	NonNative	CPNWR38	WLE	Native	FUNOOM	YES	NO	NO	19	2	One
211t2	211	t2	180	Live	NonNative	CPNWR38	WLE	Native	FUNOOM	YES	NO	NO	19	2	One
212t0	212	t0	244	Live	NonNative	CPNWR38	WLE	NonNative	BAC	NO	YES	YES	8	2	Two
212t1	212	t1	244	Live	NonNative	CPNWR38	WLE	NonNative	BAC	NO	YES	YES	8	2	Two
212t2	212	t2	244	Live	NonNative	CPNWR38	WLE	NonNative	BAC	NO	YES	YES	8	2	Two
215t0	215	t0	117	Live	NonNative	CPNWR38	WLE	NonNative	FUN	YES	NO	YES	4	2	One
215t2	215	t2	117	Live	NonNative	CPNWR38	WLE	NonNative	FUN	YES	NO	YES	4	2	One
216t0	216	t0	274	Live	NonNative	CPNWR38	WLE	NonNative	FUNBAC	NO	NO	YES	16	2	One
216t2	216	t2	274	Live	NonNative	CPNWR38	WLE	NonNative	FUNBAC	NO	NO	YES	16	2	One
218t0	218	t0	115	Live	NonNative	CPNWR38	WLE	NonNative	OOM	YES	YES	NO	12	2	One
218t2	218	t2	115	Live	NonNative	CPNWR38	WLE	NonNative	OOM	YES	YES	NO	12	2	One
219t0	219	t0	123	Live	NonNative	CPNWR38	WLE	NonNative	FUNOOM	YES	NO	NO	20	2	One
219t1	219	t1	123	Live	NonNative	CPNWR38	WLE	NonNative	FUNOOM	YES	NO	NO	20	2	One
219t2	219	t2	123	Live	NonNative	CPNWR38	WLE	NonNative	FUNOOM	YES	NO	NO	20	2	One
220t0	220	t0	211	Live	NonNative	CPNWR38	WLE	NonNative	NONE	YES	YES	YES	28	2	Two
220t1	220	t1	211	Live	NonNative	CPNWR38	WLE	NonNative	NONE	YES	YES	YES	28	2	Two
220t2	220	t2	211	Live	NonNative	CPNWR38	WLE	NonNative	NONE	YES	YES	YES	28	2	Two
222t0	222	t0	197	Live	NonNative	CPNWR38	WLE	NonNative	BACOOM	NO	YES	NO	24	2	One
222t2	222	t2	197	Live	NonNative	CPNWR38	WLE	NonNative	BACOOM	NO	YES	NO	24	2	One
224t0	224	t0	262	Sterile	NonNative	CPNWR38	WLE	Native	STERILE	YES	YES	YES	31	1	One
224t2	224	t2	262	Sterile	NonNative	CPNWR38	WLE	Native	STERILE	YES	YES	YES	31	1	One
225t0	225	t0	14	Sterile	NonNative	CPNWR38	WLE	NonNative	STERILE	YES	YES	YES	32	1	One
225t2	225	t2	14	Sterile	NonNative	CPNWR38	WLE	NonNative	STERILE	YES	YES	YES	32	1	One
226t0	226	t0	308	Live	NonNative	CPNWR39	WLE	Native	BACOOM	NO	YES	NO	23	3	One
226t2	226	t2	308	Live	NonNative	CPNWR39	WLE	Native	BACOOM	NO	YES	NO	23	3	One
227t0	227	t0	148	Live	NonNative	CPNWR39	WLE	Native	FUN	YES	NO	YES	3	3	One
227t2	227	t2	148	Live	NonNative	CPNWR39	WLE	Native	FUN	YES	NO	YES	3	3	One
228t0	228	t0	207	Live	NonNative	CPNWR39	WLE	Native	FUNBAC	NO	NO	YES	15	3	Two
228t2	228	t2	207	Live	NonNative	CPNWR39	WLE	Native	FUNBAC	NO	NO	YES	15	3	Two
229t0	229	t0	76	Live	NonNative	CPNWR39	WLE	Native	FUNOOM	YES	NO	NO	19	3	One
229t1	229	t1	76	Live	NonNative	CPNWR39	WLE	Native	FUNOOM	YES	NO	NO	19	3	One
229t2	229	t2	76	Live	NonNative	CPNWR39	WLE	Native	FUNOOM	YES	NO	NO	19	3	One
230t0	230	t0	318	Live	NonNative	CPNWR39	WLE	Native	NONE	YES	YES	YES	27	3	One
230t2	230	t2	318	Live	NonNative	CPNWR39	WLE	Native	NONE	YES	YES	YES	27	3	One
231t0	231	t0	35	Live	NonNative	CPNWR39	WLE	Native	OOM	YES	YES	NO	11	3	One
231t1	231	t1	35	Live	NonNative	CPNWR39	WLE	Native	OOM	YES	YES	NO	11	3	One
231t2	231	t2	35	Live	NonNative	CPNWR39	WLE	Native	OOM	YES	YES	NO	11	3	One
232t0	232	t0	153	Live	NonNative	CPNWR39	WLE	NonNative	FUNBAC	NO	NO	YES	16	3	One
232t2	232	t2	153	Live	NonNative	CPNWR39	WLE	NonNative	FUNBAC	NO	NO	YES	16	3	One
234t0	234	t0	101	Live	NonNative	CPNWR39	WLE	NonNative	FUNOOM	YES	NO	NO	20	3	Two
234t2	234	t2	101	Live	NonNative	CPNWR39	WLE	NonNative	FUNOOM	YES	NO	NO	20	3	Two
235t0	235	t0	280	Live	NonNative	CPNWR39	WLE	NonNative	FUN	YES	NO	YES	4	3	One
235t1	235	t1	280	Live	NonNative	CPNWR39	WLE	NonNative	FUN	YES	NO	YES	4	3	One
235t2	235	t2	280	Live	NonNative	CPNWR39	WLE	NonNative	FUN	YES	NO	YES	4	3	One
236t0	236	t0	100	Live	NonNative	CPNWR39	WLE	NonNative	NONE	YES	YES	YES	28	3	One
236t2	236	t2	100	Live	NonNative	CPNWR39	WLE	NonNative	NONE	YES	YES	YES	28	3	One
237t0	237	t0	279	Live	NonNative	CPNWR39	WLE	NonNative	BAC	NO	YES	YES	8	3	One
237t2	237	t2	279	Live	NonNative	CPNWR39	WLE	NonNative	BAC	NO	YES	YES	8	3	One
238t0	238	t0	193	Live	NonNative	CPNWR39	WLE	NonNative	OOM	YES	YES	NO	12	3	One
238t1	238	t1	193	Live	NonNative	CPNWR39	WLE	NonNative	OOM	YES	YES	NO	12	3	One
238t2	238	t2	193	Live	NonNative	CPNWR39	WLE	NonNative	OOM	YES	YES	NO	12	3	One
240t0	240	t0	103	Sterile	NonNative	CPNWR39	WLE	Native	STERILE	YES	YES	YES	31	2	Two
240t2	240	t2	103	Sterile	NonNative	CPNWR39	WLE	Native	STERILE	YES	YES	YES	31	2	Two
243t0	243	t0	201	Live	NonNative	CPNWR40	WLE	Native	FUNOOM	YES	NO	NO	19	4	Two
243t1	243	t1	201	Live	NonNative	CPNWR40	WLE	Native	FUNOOM	YES	NO	NO	19	4	Two
243t2	243	t2	201	Live	NonNative	CPNWR40	WLE	Native	FUNOOM	YES	NO	NO	19	4	Two
244t0	244	t0	174	Live	NonNative	CPNWR40	WLE	Native	FUNBAC	NO	NO	YES	15	5	Two
244t2	244	t2	174	Live	NonNative	CPNWR40	WLE	Native	FUNBAC	NO	NO	YES	15	5	Two
245t0	245	t0	206	Live	NonNative	CPNWR40	WLE	Native	OOM	YES	YES	NO	11	4	Two
245t2	245	t2	206	Live	NonNative	CPNWR40	WLE	Native	OOM	YES	YES	NO	11	4	Two
246t0	246	t0	160	Live	NonNative	CPNWR40	WLE	Native	BAC	NO	YES	YES	7	5	One
246t2	246	t2	160	Live	NonNative	CPNWR40	WLE	Native	BAC	NO	YES	YES	7	5	One
247t0	247	t0	299	Live	NonNative	CPNWR40	WLE	Native	BAC	NO	YES	YES	7	3	Two
247t2	247	t2	299	Live	NonNative	CPNWR40	WLE	Native	BAC	NO	YES	YES	7	3	Two
249t0	249	t0	168	Live	NonNative	CPNWR40	WLE	Native	OOM	YES	YES	NO	11	5	Two
249t1	249	t1	168	Live	NonNative	CPNWR40	WLE	Native	OOM	YES	YES	NO	11	5	Two
249t2	249	t2	168	Live	NonNative	CPNWR40	WLE	Native	OOM	YES	YES	NO	11	5	Two
250t0	250	t0	263	Live	NonNative	CPNWR40	WLE	Native	NONE	YES	YES	YES	27	5	Two
250t1	250	t1	263	Live	NonNative	CPNWR40	WLE	Native	NONE	YES	YES	YES	27	5	Two
250t2	250	t2	263	Live	NonNative	CPNWR40	WLE	Native	NONE	YES	YES	YES	27	5	Two
251t0	251	t0	42	Live	NonNative	CPNWR40	WLE	Native	FUNOOM	YES	NO	NO	19	5	Three
251t2	251	t2	42	Live	NonNative	CPNWR40	WLE	Native	FUNOOM	YES	NO	NO	19	5	Three
253t0	253	t0	62	Live	NonNative	CPNWR40	WLE	Native	BAC	NO	YES	YES	7	4	Three
253t2	253	t2	62	Live	NonNative	CPNWR40	WLE	Native	BAC	NO	YES	YES	7	4	Three
254t0	254	t0	218	Live	NonNative	CPNWR40	WLE	Native	BACOOM	NO	YES	NO	23	5	Two
254t2	254	t2	218	Live	NonNative	CPNWR40	WLE	Native	BACOOM	NO	YES	NO	23	5	Two
255t0	255	t0	176	Live	NonNative	CPNWR40	WLE	Native	FUN	YES	NO	YES	3	4	Two
255t2	255	t2	176	Live	NonNative	CPNWR40	WLE	Native	FUN	YES	NO	YES	3	4	Two
257t0	257	t0	162	Live	NonNative	CPNWR40	WLE	Native	FUN	YES	NO	YES	3	5	Three
257t2	257	t2	162	Live	NonNative	CPNWR40	WLE	Native	FUN	YES	NO	YES	3	5	Three
258t0	258	t0	269	Live	NonNative	CPNWR40	WLE	Native	BACOOM	NO	YES	NO	23	4	Three
258t1	258	t1	269	Live	NonNative	CPNWR40	WLE	Native	BACOOM	NO	YES	NO	23	4	Three
258t2	258	t2	269	Live	NonNative	CPNWR40	WLE	Native	BACOOM	NO	YES	NO	23	4	Three
259t0	259	t0	64	Live	NonNative	CPNWR40	WLE	Native	FUNBAC	NO	NO	YES	15	4	Three
259t2	259	t2	64	Live	NonNative	CPNWR40	WLE	Native	FUNBAC	NO	NO	YES	15	4	Three
260t0	260	t0	316	Live	NonNative	CPNWR40	WLE	Native	NONE	YES	YES	YES	27	4	Two
260t2	260	t2	316	Live	NonNative	CPNWR40	WLE	Native	NONE	YES	YES	YES	27	4	Two
261t0	261	t0	46	Live	NonNative	CPNWR40	WLE	NonNative	FUN	YES	NO	YES	4	5	Two
261t2	261	t2	46	Live	NonNative	CPNWR40	WLE	NonNative	FUN	YES	NO	YES	4	5	Two
263t0	263	t0	245	Live	NonNative	CPNWR40	WLE	NonNative	BAC	NO	YES	YES	8	4	Two
263t2	263	t2	245	Live	NonNative	CPNWR40	WLE	NonNative	BAC	NO	YES	YES	8	4	Two
264t0	264	t0	167	Live	NonNative	CPNWR40	WLE	NonNative	FUN	YES	NO	YES	4	4	Three
264t1	264	t1	167	Live	NonNative	CPNWR40	WLE	NonNative	FUN	YES	NO	YES	4	4	Three
264t2	264	t2	167	Live	NonNative	CPNWR40	WLE	NonNative	FUN	YES	NO	YES	4	4	Three
265t0	265	t0	305	Live	NonNative	CPNWR40	WLE	NonNative	OOM	YES	YES	NO	12	5	Two
265t2	265	t2	305	Live	NonNative	CPNWR40	WLE	NonNative	OOM	YES	YES	NO	12	5	Two
266t0	266	t0	241	Live	NonNative	CPNWR40	WLE	NonNative	FUNBAC	NO	NO	YES	16	4	Two
266t1	266	t1	241	Live	NonNative	CPNWR40	WLE	NonNative	FUNBAC	NO	NO	YES	16	4	Two
266t2	266	t2	241	Live	NonNative	CPNWR40	WLE	NonNative	FUNBAC	NO	NO	YES	16	4	Two
267t0	267	t0	217	Live	NonNative	CPNWR40	WLE	NonNative	BACOOM	NO	YES	NO	24	3	One
267t1	267	t1	217	Live	NonNative	CPNWR40	WLE	NonNative	BACOOM	NO	YES	NO	24	3	One
267t2	267	t2	217	Live	NonNative	CPNWR40	WLE	NonNative	BACOOM	NO	YES	NO	24	3	One
269t0	269	t0	106	Live	NonNative	CPNWR40	WLE	NonNative	FUNBAC	NO	NO	YES	16	5	Two
269t1	269	t1	106	Live	NonNative	CPNWR40	WLE	NonNative	FUNBAC	NO	NO	YES	16	5	Two
269t2	269	t2	106	Live	NonNative	CPNWR40	WLE	NonNative	FUNBAC	NO	NO	YES	16	5	Two
270t0	270	t0	59	Live	NonNative	CPNWR40	WLE	NonNative	FUNOOM	YES	NO	NO	20	5	Two
270t2	270	t2	59	Live	NonNative	CPNWR40	WLE	NonNative	FUNOOM	YES	NO	NO	20	5	Two
271t0	271	t0	135	Live	NonNative	CPNWR40	WLE	NonNative	FUNOOM	YES	NO	NO	20	4	Three
271t1	271	t1	135	Live	NonNative	CPNWR40	WLE	NonNative	FUNOOM	YES	NO	NO	20	4	Three
271t2	271	t2	135	Live	NonNative	CPNWR40	WLE	NonNative	FUNOOM	YES	NO	NO	20	4	Three
272t0	272	t0	226	Live	NonNative	CPNWR40	WLE	NonNative	NONE	YES	YES	YES	28	4	Two
272t2	272	t2	226	Live	NonNative	CPNWR40	WLE	NonNative	NONE	YES	YES	YES	28	4	Two
273t0	273	t0	113	Live	NonNative	CPNWR40	WLE	NonNative	OOM	YES	YES	NO	12	4	Three
273t2	273	t2	113	Live	NonNative	CPNWR40	WLE	NonNative	OOM	YES	YES	NO	12	4	Three
274t0	274	t0	12	Live	NonNative	CPNWR40	WLE	NonNative	NONE	YES	YES	YES	28	5	Three
274t1	274	t1	12	Live	NonNative	CPNWR40	WLE	NonNative	NONE	YES	YES	YES	28	5	Three
274t2	274	t2	12	Live	NonNative	CPNWR40	WLE	NonNative	NONE	YES	YES	YES	28	5	Three
275t0	275	t0	50	Live	NonNative	CPNWR40	WLE	NonNative	BACOOM	NO	YES	NO	24	4	Two
275t2	275	t2	50	Live	NonNative	CPNWR40	WLE	NonNative	BACOOM	NO	YES	NO	24	4	Two
276t0	276	t0	194	Live	NonNative	CPNWR40	WLE	NonNative	BACOOM	NO	YES	NO	24	5	Three
276t2	276	t2	194	Live	NonNative	CPNWR40	WLE	NonNative	BACOOM	NO	YES	NO	24	5	Three
278t0	278	t0	39	Sterile	NonNative	CPNWR40	WLE	NonNative	STERILE	YES	YES	YES	32	4	One
278t2	278	t2	39	Sterile	NonNative	CPNWR40	WLE	NonNative	STERILE	YES	YES	YES	32	4	One
279t0	279	t0	298	Sterile	NonNative	CPNWR40	WLE	Native	STERILE	YES	YES	YES	31	4	Two
279t2	279	t2	298	Sterile	NonNative	CPNWR40	WLE	Native	STERILE	YES	YES	YES	31	4	Two
280t0	280	t0	96	Sterile	NonNative	CPNWR40	WLE	NonNative	STERILE	YES	YES	YES	32	2	Two
280t2	280	t2	96	Sterile	NonNative	CPNWR40	WLE	NonNative	STERILE	YES	YES	YES	32	2	Two
281t0	281	t0	32	Sterile	NonNative	CPNWR40	WLE	Native	STERILE	YES	YES	YES	31	3	Three
281t2	281	t2	32	Sterile	NonNative	CPNWR40	WLE	Native	STERILE	YES	YES	YES	31	3	Three
282t0	282	t0	165	Sterile	NonNative	CPNWR40	WLE	NonNative	STERILE	YES	YES	YES	32	3	Two
282t2	282	t2	165	Sterile	NonNative	CPNWR40	WLE	NonNative	STERILE	YES	YES	YES	32	3	Three
310t0	310	t0	44	Live	NonNative	ONWR60	WLE	NonNative	BAC	NO	YES	YES	8	5	Three
310t2	310	t2	44	Live	NonNative	ONWR60	WLE	NonNative	BAC	NO	YES	YES	8	5	Three
314t0	314	t0	306	Sterile	NonNative	ONWR60	WLE	NonNative	STERILE	YES	YES	YES	32	5	Three
314t2	314	t2	306	Sterile	NonNative	ONWR60	WLE	NonNative	STERILE	YES	YES	YES	32	5	Three
315t0	315	t0	273	Sterile	NonNative	ONWR60	WLE	Native	STERILE	YES	YES	YES	31	5	Three
315t2	315	t2	273	Sterile	NonNative	ONWR60	WLE	Native	STERILE	YES	YES	YES	31	5	Three
378t0	378	t0	125	Live	NonNative	NHydro74	SEM	Native	FUNOOM	YES	NO	NO	19	1	Three
378t2	378	t2	125	Live	NonNative	NHydro74	SEM	Native	FUNOOM	YES	NO	NO	19	1	Three
380t0	380	t0	314	Live	NonNative	NHydro74	SEM	Native	BACOOM	NO	YES	NO	23	1	Three
380t2	380	t2	314	Live	NonNative	NHydro74	SEM	Native	BACOOM	NO	YES	NO	23	1	Three
381t0	381	t0	33	Live	NonNative	NHydro74	SEM	Native	BAC	NO	YES	YES	7	1	Three
381t1	381	t1	33	Live	NonNative	NHydro74	SEM	Native	BAC	NO	YES	YES	7	1	Three
381t2	381	t2	33	Live	NonNative	NHydro74	SEM	Native	BAC	NO	YES	YES	7	1	Three
382t0	382	t0	315	Live	NonNative	NHydro74	SEM	NonNative	BACOOM	NO	YES	NO	24	1	Three
382t1	382	t1	315	Live	NonNative	NHydro74	SEM	NonNative	BACOOM	NO	YES	NO	24	1	Three
382t2	382	t2	315	Live	NonNative	NHydro74	SEM	NonNative	BACOOM	NO	YES	NO	24	1	Three
383t0	383	t0	276	Live	NonNative	NHydro74	SEM	NonNative	OOM	YES	YES	NO	12	1	Three
383t1	383	t1	276	Live	NonNative	NHydro74	SEM	NonNative	OOM	YES	YES	NO	12	1	Three
383t2	383	t2	276	Live	NonNative	NHydro74	SEM	NonNative	OOM	YES	YES	NO	12	1	Three
384t0	384	t0	179	Live	NonNative	NHydro74	SEM	NonNative	FUNBAC	NO	NO	YES	16	1	Three
384t2	384	t2	179	Live	NonNative	NHydro74	SEM	NonNative	FUNBAC	NO	NO	YES	16	1	Three
385t0	385	t0	282	Live	NonNative	NHydro77	SEM	Native	FUN	YES	NO	YES	3	1	Three
385t1	385	t1	282	Live	NonNative	NHydro77	SEM	Native	FUN	YES	NO	YES	3	1	Three
385t2	385	t2	282	Live	NonNative	NHydro77	SEM	Native	FUN	YES	NO	YES	3	1	Three
388t0	388	t0	45	Live	NonNative	NHydro77	SEM	Native	FUNBAC	NO	NO	YES	15	1	Three
388t1	388	t1	45	Live	NonNative	NHydro77	SEM	Native	FUNBAC	NO	NO	YES	15	1	Three
388t2	388	t2	45	Live	NonNative	NHydro77	SEM	Native	FUNBAC	NO	NO	YES	15	1	Three
389t0	389	t0	128	Live	NonNative	NHydro77	SEM	Native	NONE	YES	YES	YES	27	1	Three
389t2	389	t2	128	Live	NonNative	NHydro77	SEM	Native	NONE	YES	YES	YES	27	1	Three
390t0	390	t0	301	Live	NonNative	NHydro77	SEM	Native	OOM	YES	YES	NO	11	1	Three
390t2	390	t2	301	Live	NonNative	NHydro77	SEM	Native	OOM	YES	YES	NO	11	1	Three
392t0	392	t0	225	Live	NonNative	NHydro77	SEM	NonNative	FUNOOM	YES	NO	NO	20	1	Three
392t2	392	t2	225	Live	NonNative	NHydro77	SEM	NonNative	FUNOOM	YES	NO	NO	20	1	Three
395t0	395	t0	146	Live	NonNative	NHydro77	SEM	NonNative	BAC	NO	YES	YES	8	1	Three
395t1	395	t1	146	Live	NonNative	NHydro77	SEM	NonNative	BAC	NO	YES	YES	8	1	Three
395t2	395	t2	146	Live	NonNative	NHydro77	SEM	NonNative	BAC	NO	YES	YES	8	1	Three
396t0	396	t0	154	Live	NonNative	NHydro77	SEM	NonNative	FUN	YES	NO	YES	4	1	Three
396t2	396	t2	154	Live	NonNative	NHydro77	SEM	NonNative	FUN	YES	NO	YES	4	1	Three
397t0	397	t0	238	Live	NonNative	NHydro77	SEM	NonNative	NONE	YES	YES	YES	28	1	Three
397t2	397	t2	238	Live	NonNative	NHydro77	SEM	NonNative	NONE	YES	YES	YES	28	1	Three